Assembler,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events
ABySS,0.1894659857060117,240110.0,240110.0,0.0,2821320.0,0.9915400057355893,22.0,0.9999718407010377,0.9996144764107754,0.0,0.0
BCALM2,0.0009439824108593824,1208.0,0.0,0.0,224629.0,0.07894483431456896,180.0,1.0,1.0,0.0,0.0
GATBMiniaPipeline,0.1894818007501251,235254.0,235254.0,0.0,2819520.0,0.9909074039710521,28.0,0.9999899330210332,0.999708057609965,0.0,0.0
IDBA-UD,0.13575528433340645,113206.0,113206.0,0.0,2811602.0,0.988124659097938,53.0,0.9999739512010448,0.9987771323754203,0.0,0.0
MEGAHIT,0.23483583281319412,235316.0,238546.0,0.0,2822833.0,0.9920717426632253,31.0,0.9980767729101571,0.9507002801120448,1.0,2.0
MetaHipMer2,0.13575493288798168,118895.0,114807.0,0.0,2811369.0,0.9880427723139729,46.0,1.0,1.0,0.0,0.0
metaSPAdes,0.18953030021873962,238611.0,238611.0,0.0,2786440.0,0.9792815893205576,23.0,0.9983355269253785,0.980796586059744,0.0,0.0
MINIA,0.045908612943313255,30453.0,30453.0,0.0,2770289.0,0.9736053942655353,166.0,0.9999934557115278,0.9989071038251366,0.0,0.0
SKESA,0.13570924498276513,152709.0,152709.0,0.0,2810284.0,0.9876614540281269,40.0,0.9841615356405258,0.3664614256210311,1.0,1.0
SPAdes,0.18946001113379105,235662.0,215153.0,0.0,2781588.0,0.9775763761197052,26.0,0.999933351073219,0.9987269255251432,0.0,0.0
Unicycler,0.23476800384621874,377104.0,377104.0,0.0,2783327.0,0.9781875397133329,20.0,0.9999993456978109,0.9999895211306401,0.0,0.0
VelvetOptimiser,0.02819822365424518,30356.0,29167.0,0.0,2733664.0,0.9607337055843272,163.0,0.9999998135154318,0.9999696030153808,0.0,0.0
