Assembler,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events
ABySS,0.621841155234657,1378.0,1378.0,0.0,1378.0,0.621841155234657,0.0,1.0,1.0,0.0,0.0
BCALM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATBMiniaPipeline,1.0816787003610109,2397.0,2397.0,0.0,2216.0,1.0,1.0,1.0,1.0,0.0,0.0
IDBA-UD,1.0446750902527075,2315.0,2315.0,0.0,2216.0,1.0,1.0,1.0,1.0,0.0,0.0
MEGAHIT,1.0636281588447654,2357.0,2357.0,0.0,2216.0,1.0,1.0,1.0,1.0,0.0,0.0
MetaHipMer2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaSPAdes,1.0248194945848375,2271.0,2271.0,0.0,2216.0,1.0,1.0,0.9982386613826508,0.9982386613826508,0.0,0.0
MINIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKESA,0.904783393501805,2005.0,2005.0,0.0,2005.0,0.904783393501805,1.0,1.0,1.0,0.0,0.0
SPAdes,0.884927797833935,1961.0,1961.0,0.0,1961.0,0.884927797833935,1.0,1.0,1.0,0.0,0.0
Unicycler,1.0,2216.0,2216.0,0.0,2216.0,1.0,1.0,1.0,1.0,0.0,0.0
VelvetOptimiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
