Assembler,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events
ABySS,0.02959268767545621,43381.0,42568.0,0.0,4644860.0,0.9746982121670346,0.0,0.9985272562704492,0.9411713133438541,0.0,0.0
BCALM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATBMiniaPipeline,0.027645330939427552,59656.0,59357.0,0.0,4632389.0,0.9720812417085202,180.0,0.9997162463390276,0.9913494809688581,0.0,0.0
IDBA-UD,0.01711491545156223,22923.0,22537.0,0.0,4589511.0,0.9630835302723739,358.0,0.9963772745199536,0.8483870967741935,3.0,6.0
MEGAHIT,0.0462826680633915,90017.0,102135.0,0.0,4673019.0,0.9806072227629214,132.0,0.9949841604590945,0.7900363967242948,4.0,7.0
MetaHipMer2,0.0004383651100823136,1161.0,0.0,0.0,127693.0,0.02679567065664953,106.0,0.9993390590038995,0.9576923076923077,0.0,0.0
metaSPAdes,0.045337108855143096,65619.0,61032.0,0.0,4635986.0,0.9728360522882071,167.0,0.9993362428383639,0.9885233358837031,0.0,0.0
MINIA,0.011346290810029054,4409.0,3080.0,0.0,3747419.0,0.7863751759021319,1146.0,0.9998984627217544,0.9803921568627451,0.0,0.0
SKESA,0.027623716958413442,42198.0,41112.0,0.0,4579934.0,0.9610738497270134,209.0,0.9998421846148463,0.9897196261682243,0.0,0.0
SPAdes,0.05953980267064868,66358.0,65182.0,0.0,4630811.0,0.971750107125605,143.0,0.9961630236111849,0.5360875679373646,1.0,1.0
Unicycler,0.06894125487835945,106172.0,106172.0,0.0,4632276.0,0.9720575292827474,98.0,0.9993317330192611,0.9892627057981389,1.0,2.0
VelvetOptimiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
